# Sandbox Data | Context: 100 | Index: 3 | Label: {/:Italic {/Symbol {/:Italic s}}}_{3} = sigc-200 kPa
# Column_1: X_Axis	Column_2: Y_Axis
0.000000	0.000000
0.000022	-0.000003
0.000044	-0.000007
0.000065	-0.000010
0.000086	-0.000013
0.000107	-0.000016
0.000128	-0.000020
0.000148	-0.000023
0.000167	-0.000026
0.000186	-0.000029
0.000205	-0.000032
0.000223	-0.000035
0.000240	-0.000037
0.000256	-0.000040
0.000272	-0.000042
0.000287	-0.000044
0.000301	-0.000046
0.000314	-0.000048
0.000326	-0.000049
0.000337	-0.000051
0.000347	-0.000052
0.000355	-0.000052
0.000363	-0.000053
0.000370	-0.000053
0.000375	-0.000053
0.000380	-0.000052
0.000385	-0.000051
0.000389	-0.000050
0.000392	-0.000048
0.000395	-0.000047
0.000398	-0.000044
0.000401	-0.000042
0.000403	-0.000040
0.000405	-0.000037
0.000408	-0.000034
0.000410	-0.000030
0.000413	-0.000027
0.000416	-0.000024
0.000419	-0.000020
0.000422	-0.000016
0.000426	-0.000012
0.000429	-0.000008
0.000433	-0.000004
0.000436	0.000000
0.000440	0.000004
0.000443	0.000008
0.000447	0.000012
0.000450	0.000016
0.000454	0.000020
0.000457	0.000024
0.000461	0.000027
0.000464	0.000031
0.000468	0.000035
0.000471	0.000038
0.000475	0.000041
0.000478	0.000045
0.000481	0.000048
0.000485	0.000051
0.000488	0.000054
0.000492	0.000057
0.000495	0.000060
0.000499	0.000063
0.000502	0.000066
0.000506	0.000069
0.000509	0.000072
0.000513	0.000075
0.000516	0.000078
0.000520	0.000081
0.000523	0.000084
0.000527	0.000087
0.000530	0.000090
0.000534	0.000093
0.000537	0.000096
0.000541	0.000099
0.000544	0.000102
0.000548	0.000105
0.000551	0.000108
0.000555	0.000111
0.000558	0.000114
0.000562	0.000117
0.000565	0.000120
0.000568	0.000124
0.000572	0.000127
0.000575	0.000130
0.000579	0.000133
0.000582	0.000136
0.000586	0.000139
0.000589	0.000142
0.000593	0.000145
0.000596	0.000148
0.000600	0.000151
0.000603	0.000154
0.000607	0.000157
0.000610	0.000160
0.000614	0.000163
0.000617	0.000166
0.000621	0.000169
0.000624	0.000172
0.000628	0.000175
0.000631	0.000178
0.000635	0.000181
0.000638	0.000184
0.000642	0.000187
0.000645	0.000190
0.000648	0.000193
0.000652	0.000196
0.000655	0.000199
0.000659	0.000203
0.000662	0.000206
0.000666	0.000209
0.000669	0.000212
0.000673	0.000215
0.000676	0.000218
0.000680	0.000221
0.000683	0.000224
0.000687	0.000227
0.000690	0.000230
0.000694	0.000233
0.000697	0.000236
0.000701	0.000239
0.000704	0.000242
0.000708	0.000245
0.000711	0.000248
0.000715	0.000251
0.000718	0.000254
0.000722	0.000257
0.000725	0.000260
0.000729	0.000263
0.000732	0.000266
0.000735	0.000269
0.000739	0.000272
0.000742	0.000275
0.000746	0.000278
0.000749	0.000281
0.000753	0.000285
0.000756	0.000288
0.000760	0.000291
0.000763	0.000294
0.000767	0.000297
0.000770	0.000300
0.000774	0.000303
0.000777	0.000306
0.000781	0.000309
0.000784	0.000312
0.000788	0.000315
0.000791	0.000318
0.000795	0.000321
0.000798	0.000324
0.000802	0.000327
0.000805	0.000330
0.000809	0.000333
0.000812	0.000336
0.000815	0.000339
0.000819	0.000342
0.000822	0.000345
0.000826	0.000348
0.000829	0.000351
0.000833	0.000354
0.000836	0.000357
0.000840	0.000360
0.000843	0.000364
0.000847	0.000367
0.000850	0.000370
0.000854	0.000373
0.000857	0.000376
0.000861	0.000379
0.000864	0.000382
0.000868	0.000385
0.000871	0.000388
0.000875	0.000391
0.000878	0.000394
0.000882	0.000397
0.000885	0.000400
0.000889	0.000403
0.000892	0.000406
0.000896	0.000409
0.000899	0.000412
0.000902	0.000415
0.000906	0.000418
0.000909	0.000421
0.000913	0.000424
0.000916	0.000427
0.000920	0.000430
0.000923	0.000433
0.000927	0.000436
0.000930	0.000439
0.000934	0.000443
0.000937	0.000446
0.000941	0.000449
0.000944	0.000452
0.000948	0.000455
0.000951	0.000458
0.000955	0.000461
0.000958	0.000464
0.000962	0.000467
0.000965	0.000470
0.000969	0.000473
0.000972	0.000476
0.000976	0.000479
0.000979	0.000482
0.000982	0.000485
0.000986	0.000488
0.000989	0.000491
0.000993	0.000494
0.000996	0.000497
0.001000	0.000500
0.001003	0.000503
0.001007	0.000506
0.001010	0.000509
0.001014	0.000512
0.001017	0.000515
0.001021	0.000518
0.001024	0.000521
0.001028	0.000525
0.001031	0.000528
0.001035	0.000531
0.001038	0.000534
0.001042	0.000537
0.001045	0.000540
0.001049	0.000543
0.001052	0.000546
0.001056	0.000549
0.001059	0.000552
0.001063	0.000555
0.001066	0.000558
0.001069	0.000561
0.001073	0.000564
0.001076	0.000567
0.001080	0.000570
0.001083	0.000573
0.001087	0.000576
0.001090	0.000579
0.001094	0.000582
0.001097	0.000585
0.001101	0.000588
0.001104	0.000591
0.001108	0.000594
0.001111	0.000597
0.001115	0.000600
0.001118	0.000604
0.001122	0.000607
0.001125	0.000610
0.001129	0.000613
0.001132	0.000616
0.001136	0.000619
0.001139	0.000622
0.001143	0.000625
0.001146	0.000628
0.001150	0.000631
0.001153	0.000634
0.001156	0.000637
0.001160	0.000640
0.001163	0.000643
0.001167	0.000646
0.001170	0.000649
0.001174	0.000652
0.001177	0.000655
0.001181	0.000658
0.001184	0.000661
0.001188	0.000664
0.001191	0.000667
0.001195	0.000670
0.001198	0.000673
0.001202	0.000676
0.001205	0.000679
0.001209	0.000683
0.001212	0.000686
0.001216	0.000689
0.001219	0.000692
0.001223	0.000695
0.001226	0.000698
0.001230	0.000701
0.001233	0.000704
0.001236	0.000707
0.001240	0.000710
0.001243	0.000713
0.001247	0.000716
0.001250	0.000719
0.001254	0.000722
0.001257	0.000725
0.001261	0.000728
0.001264	0.000731
0.001268	0.000734
0.001271	0.000737
0.001275	0.000740
0.001278	0.000743
0.001282	0.000746
0.001285	0.000749
0.001289	0.000752
0.001292	0.000755
0.001296	0.000758
0.001299	0.000761
0.001303	0.000765
0.001306	0.000768
0.001310	0.000771
0.001313	0.000774
0.001317	0.000777
0.001320	0.000780
0.001323	0.000783
0.001327	0.000786
0.001330	0.000789
0.001334	0.000792
0.001337	0.000795
0.001341	0.000798
0.001344	0.000801
0.001348	0.000804
0.001351	0.000807
0.001355	0.000810
0.001358	0.000813
0.001362	0.000816
0.001365	0.000819
0.001369	0.000822
0.001372	0.000825
0.001376	0.000828
0.001379	0.000831
0.001383	0.000834
0.001386	0.000837
0.001390	0.000840
0.001393	0.000844
0.001397	0.000847
0.001400	0.000850
0.001403	0.000853
0.001407	0.000856
0.001410	0.000859
0.001414	0.000862
0.001417	0.000865
0.001421	0.000868
0.001424	0.000871
0.001428	0.000874
0.001431	0.000877
0.001435	0.000880
0.001438	0.000883
0.001442	0.000886
0.001445	0.000889
0.001449	0.000892
0.001452	0.000895
0.001456	0.000898
0.001459	0.000901
0.001463	0.000904
0.001466	0.000907
0.001470	0.000910
0.001473	0.000913
0.001477	0.000916
0.001480	0.000919
0.001484	0.000922
0.001487	0.000926
0.001490	0.000929
0.001494	0.000932
0.001497	0.000935
0.001501	0.000938
0.001504	0.000941
0.001508	0.000944
0.001511	0.000947
0.001515	0.000950
0.001518	0.000953
0.001522	0.000956
0.001525	0.000959
0.001529	0.000962
0.001532	0.000965
0.001536	0.000968
0.001539	0.000971
0.001543	0.000974
0.001546	0.000977
0.001550	0.000980
0.001553	0.000983
0.001557	0.000986
0.001560	0.000989
0.001564	0.000992
0.001567	0.000995
0.001570	0.000998
0.001574	0.001001
0.001577	0.001005
0.001581	0.001008
0.001584	0.001011
0.001588	0.001014
0.001591	0.001017
0.001595	0.001020
0.001598	0.001023
0.001602	0.001026
0.001605	0.001029
0.001609	0.001032
0.001612	0.001035
0.001616	0.001038
0.001619	0.001041
0.001623	0.001044
0.001626	0.001047
0.001630	0.001050
0.001633	0.001053
0.001637	0.001056
0.001640	0.001059
0.001644	0.001062
0.001647	0.001065
0.001651	0.001068
0.001654	0.001071
0.001657	0.001074
0.001661	0.001077
0.001664	0.001080
0.001668	0.001084
0.001671	0.001087
0.001675	0.001090
0.001678	0.001093
0.001682	0.001096
0.001685	0.001099
0.001689	0.001102
0.001692	0.001105
0.001696	0.001108
0.001699	0.001111
0.001703	0.001114
0.001706	0.001117
0.001710	0.001120
0.001713	0.001123
0.001717	0.001126
0.001720	0.001129
0.001724	0.001132
0.001727	0.001135
0.001731	0.001138
0.001734	0.001141
0.001737	0.001144
0.001741	0.001147
0.001744	0.001150
0.001748	0.001153
0.001751	0.001156
0.001755	0.001159
0.001758	0.001162
0.001762	0.001166
0.001765	0.001169
0.001769	0.001172
0.001772	0.001175
0.001776	0.001178
0.001779	0.001181
0.001783	0.001184
0.001786	0.001187
0.001790	0.001190
0.001793	0.001193
0.001797	0.001196
0.001800	0.001199
0.001804	0.001202
0.001807	0.001205
0.001811	0.001208
0.001814	0.001211
0.001818	0.001214
0.001821	0.001217
0.001824	0.001220
0.001828	0.001223
0.001831	0.001226
0.001835	0.001229
0.001838	0.001232
0.001842	0.001235
0.001845	0.001238
0.001849	0.001241
0.001852	0.001245
0.001856	0.001248
0.001859	0.001251
0.001863	0.001254
0.001866	0.001257
0.001870	0.001260
0.001873	0.001263
0.001877	0.001266
0.001880	0.001269
0.001884	0.001272
0.001887	0.001275
0.001891	0.001278
0.001894	0.001281
0.001898	0.001284
0.001901	0.001287
0.001905	0.001290
0.001908	0.001293
0.001911	0.001296
0.001915	0.001299
0.001918	0.001302
0.001922	0.001305
0.001925	0.001308
0.001929	0.001311
0.001932	0.001314
0.001936	0.001317
0.001939	0.001320
0.001943	0.001324
0.001946	0.001327
0.001950	0.001330
0.001953	0.001333
0.001957	0.001336
0.001960	0.001339
0.001964	0.001342
0.001967	0.001345
0.001971	0.001348
0.001974	0.001351
0.001978	0.001354
0.001981	0.001357
0.001985	0.001360
0.001988	0.001363
0.001991	0.001366
0.001995	0.001369
0.001998	0.001372
0.002002	0.001375
0.002005	0.001378
0.002009	0.001381
0.002012	0.001384
0.002016	0.001387
0.002019	0.001390
0.002023	0.001393
0.002026	0.001396
0.002030	0.001399
0.002033	0.001402
0.002037	0.001406
0.002040	0.001409
0.002044	0.001412
0.002047	0.001415
0.002051	0.001418
0.002054	0.001421
0.002058	0.001424
0.002061	0.001427
0.002065	0.001430
0.002068	0.001433
0.002072	0.001436
0.002075	0.001439
0.002078	0.001442
0.002082	0.001445
0.002085	0.001448
0.002089	0.001451
0.002092	0.001454
0.002096	0.001457
0.002099	0.001460
0.002103	0.001463
0.002106	0.001466
0.002110	0.001469
0.002113	0.001472
0.002117	0.001475
0.002120	0.001478
0.002124	0.001481
0.002127	0.001485
0.002131	0.001488
0.002134	0.001491
0.002138	0.001494
0.002141	0.001497
0.002145	0.001500
0.002148	0.001503
0.002152	0.001506
0.002155	0.001509
0.002158	0.001512
0.002162	0.001515
0.002165	0.001518
0.002169	0.001521
0.002172	0.001524
0.002176	0.001527
0.002179	0.001530
0.002183	0.001533
0.002186	0.001536
0.002190	0.001539
0.002193	0.001542
0.002197	0.001545
0.002200	0.001548
0.002204	0.001551
0.002207	0.001554
0.002211	0.001557
0.002214	0.001560
0.002218	0.001564
0.002221	0.001567
0.002225	0.001570
0.002228	0.001573
0.002232	0.001576
0.002235	0.001579
0.002239	0.001582
0.002242	0.001585
0.002245	0.001588
0.002249	0.001591
0.002252	0.001594
0.002256	0.001597
0.002259	0.001600
0.002263	0.001603
0.002266	0.001606
0.002270	0.001609
0.002273	0.001612
0.002277	0.001615
0.002280	0.001618
0.002284	0.001621
0.002287	0.001624
0.002291	0.001627
0.002294	0.001630
0.002298	0.001633
0.002301	0.001636
0.002305	0.001639
0.002308	0.001642
0.002312	0.001646
0.002315	0.001649
0.002319	0.001652
0.002322	0.001655
0.002325	0.001658
0.002329	0.001661
0.002332	0.001664
0.002336	0.001667
0.002339	0.001670
0.002343	0.001673
0.002346	0.001676
0.002350	0.001679
0.002353	0.001682
0.002357	0.001685
0.002360	0.001688
0.002364	0.001691
0.002367	0.001694
0.002371	0.001697
0.002374	0.001700
0.002378	0.001703
0.002381	0.001706
0.002385	0.001709
0.002388	0.001712
0.002392	0.001715
0.002395	0.001718
0.002399	0.001721
0.002402	0.001725
0.002406	0.001728
0.002409	0.001731
0.002412	0.001734
0.002416	0.001737
0.002419	0.001740
0.002423	0.001743
